8;8700;8700;-1;-1
9;7500;7500;7200;-1
10;-1;-1;-1;-1
11;-1;-1;-1;-1
12;-1;-1;-1;-1
13;-1;-1;-1;-1
14;-1;-1;-1;-1
15;-1;-1;-1;-1
16;16800;17100;16800;-1
17;-1;8100;-1;-1
18;7500;-1;8700;-1
19;7200;-1;9000;-1
20;7500;-1;8700;18180
